Mod:Item:MetaData, Localized Name
tconstruct:tough_tool_rod:0, Alumite Manche d'outil dur
tconstruct:tough_tool_rod:0, Nickel Manche d'outil dur
tconstruct:tough_tool_rod:0, Invar Manche d'outil dur
tconstruct:tough_tool_rod:0, Iridium Manche d'outil dur
tconstruct:tough_tool_rod:0, Jade Manche d'outil dur
tconstruct:tough_tool_rod:0, Sapphire Manche d'outil dur
tconstruct:tough_tool_rod:0, Ruby Manche d'outil dur
tconstruct:tough_tool_rod:0, Peridot Manche d'outil dur
tconstruct:tough_tool_rod:0, Malachite Manche d'outil dur
tconstruct:tough_tool_rod:0, Amber Manche d'outil dur
tconstruct:tough_tool_rod:0, Topaz Manche d'outil dur
tconstruct:tough_tool_rod:0, Tanzanite Manche d'outil dur
tconstruct:tough_tool_rod:0, Amethyst Manche d'outil dur
tconstruct:tough_tool_rod:0, Osmium Manche d'outil dur
tconstruct:tough_tool_rod:0, Refined Obsidian Manche d'outil dur
tconstruct:tough_tool_rod:0, Refined Glowstone Manche d'outil dur
tconstruct:tough_tool_rod:0, Osgloglas Manche d'outil dur
tconstruct:tough_tool_rod:0, Osmiridium Manche d'outil dur
tconstruct:tough_tool_rod:0, Titanium Manche d'outil dur
tconstruct:tough_tool_rod:0, Lumium Manche d'outil dur
tconstruct:tough_tool_rod:0, Signalum Manche d'outil dur
tconstruct:tough_tool_rod:0, Platinum Manche d'outil dur
tconstruct:tough_tool_rod:0, Enderium Manche d'outil dur
tconstruct:tough_tool_rod:0, Black Quartz Manche d'outil dur
tconstruct:tough_tool_rod:0, Void Manche d'outil dur
tconstruct:tough_tool_rod:0, Enori Manche d'outil dur
tconstruct:tough_tool_rod:0, Palis Manche d'outil dur
tconstruct:tough_tool_rod:0, Restonia Manche d'outil dur
tconstruct:tough_tool_rod:0, Emeradic Manche d'outil dur
tconstruct:tough_tool_rod:0, Diamatine Manche d'outil dur
tconstruct:tough_tool_rod:0, Infinity Manche d'outil dur
tconstruct:tough_tool_rod:0, Certus Quartz Manche d'outil dur
tconstruct:tough_tool_rod:0, Fluix Crystal Manche d'outil dur
tconstruct:tough_tool_rod:0, Mica Manche d'outil dur
tconstruct:tough_tool_rod:0, Litherite Manche d'outil dur
tconstruct:tough_tool_rod:0, Erodium Manche d'outil dur
tconstruct:tough_tool_rod:0, Kyronite Manche d'outil dur
tconstruct:tough_tool_rod:0, Pladium Manche d'outil dur
tconstruct:tough_tool_rod:0, Ionite Manche d'outil dur
tconstruct:tough_tool_rod:0, Aethium Manche d'outil dur
tconstruct:tough_tool_rod:0, Thaumium Manche d'outil dur
tconstruct:tough_tool_rod:0, Starmetal Manche d'outil dur
tconstruct:tough_tool_rod:0, Mirion Manche d'outil dur
tconstruct:tough_tool_rod:0, Livingwood Manche d'outil dur
tconstruct:tough_tool_rod:0, Manasteel Manche d'outil dur
tconstruct:tough_tool_rod:0, Elementium Manche d'outil dur
tconstruct:tough_tool_rod:0, Terrasteel Manche d'outil dur
tconstruct:tough_tool_rod:0, Bloodwood Manche d'outil dur
tconstruct:tough_tool_rod:0, Fusewood Manche d'outil dur
tconstruct:tough_tool_rod:0, Ghostwood Manche d'outil dur
tconstruct:tough_tool_rod:0, Darkwood Manche d'outil dur
tconstruct:tough_tool_rod:0, Wyvern Manche d'outil dur
tconstruct:tough_tool_rod:0, Awakened Manche d'outil dur
tconstruct:tough_tool_rod:0, Chaotic Manche d'outil dur
tconstruct:tough_tool_rod:0, Emerald Manche d'outil dur
tconstruct:tough_tool_rod:0, Dark Matter Manche d'outil dur
tconstruct:tough_tool_rod:0, Red Matter Manche d'outil dur
tconstruct:binding:0, Electrical Connecteur
tconstruct:binding:0, Energetic Connecteur
tconstruct:binding:0, Vibrant Connecteur
tconstruct:binding:0, Red Connecteur
tconstruct:binding:0, Conductive Connecteur
tconstruct:binding:0, Pulsating Connecteur
tconstruct:binding:0, Dark Connecteur
tconstruct:binding:0, Souled Connecteur
tconstruct:binding:0, Connecteur of the End
tconstruct:binding:0, Fake-Iron Connecteur
tconstruct:binding:0, Steeleaf Connecteur
tconstruct:binding:0, Ardent Connecteur
tconstruct:binding:0, Chevaleresque Connecteur
tconstruct:binding:0, Connecteur de bois
tconstruct:binding:0, Pierre Connecteur
tconstruct:binding:0, Silex Connecteur
tconstruct:binding:0, Cactus Connecteur
tconstruct:binding:0, Os Connecteur
tconstruct:binding:0, Obsidienne Connecteur
tconstruct:binding:0, Prismarine Connecteur
tconstruct:binding:0, End Connecteur
tconstruct:binding:0, Papier Connecteur
tconstruct:binding:0, Éponge Connecteur
tconstruct:binding:0, Bois de lave Connecteur
tconstruct:binding:0, Fer Connecteur
tconstruct:binding:0, Fonte Connecteur
tconstruct:binding:0, Knightslime Connecteur
tconstruct:binding:0, Slime Connecteur
tconstruct:binding:0, Connecteur de Slime bleu
tconstruct:binding:0, Slime de magma Connecteur
tconstruct:binding:0, Roche du Nether Connecteur
tconstruct:binding:0, Cobalt Connecteur
tconstruct:binding:0, Ardite Connecteur
tconstruct:binding:0, Manyullyn Connecteur
tconstruct:binding:0, Cuivre Connecteur
tconstruct:binding:0, Bronze Connecteur
tconstruct:binding:0, Plomb Connecteur
tconstruct:binding:0, Argent Connecteur
tconstruct:binding:0, Électrum Connecteur
tconstruct:binding:0, Acier Connecteur
tconstruct:binding:0, Magical Wooden Connecteur
tconstruct:binding:0, Evil Infused Connecteur
tconstruct:binding:0, Enchanted Connecteur
tconstruct:binding:0, Demonic Connecteur
tconstruct:binding:0, Blood Infused Wooden Connecteur
tconstruct:binding:0, Blood Infused Iron Connecteur
tconstruct:binding:0, Treated Wood Connecteur
tconstruct:binding:0, Constantan Connecteur
tconstruct:binding:0, Prosperity Shard Connecteur
tconstruct:binding:0, Soulium Connecteur
tconstruct:binding:0, Base Essence Connecteur
tconstruct:binding:0, Inferium Connecteur
tconstruct:binding:0, Prudentium Connecteur
tconstruct:binding:0, Intermedium Connecteur
tconstruct:binding:0, Superium Connecteur
tconstruct:binding:0, Supremium Connecteur
tconstruct:binding:0, Boron Connecteur
tconstruct:binding:0, Tough Alloy Connecteur
tconstruct:binding:0, Hard Carbon Connecteur
tconstruct:binding:0, Boron Nitride Connecteur
tconstruct:binding:0, Thorium Connecteur
tconstruct:binding:0, Uranium Connecteur
tconstruct:binding:0, Magnesium Connecteur
tconstruct:binding:0, Chocolate Connecteur
tconstruct:binding:0, Plastic Connecteur
tconstruct:binding:0, Pink Slime Connecteur
tconstruct:binding:0, Reinforced Pink Slime Connecteur
tconstruct:binding:0, Alumite Connecteur
tconstruct:binding:0, Nickel Connecteur
tconstruct:binding:0, Invar Connecteur
tconstruct:binding:0, Iridium Connecteur
tconstruct:binding:0, Jade Connecteur
tconstruct:binding:0, Sapphire Connecteur
tconstruct:binding:0, Ruby Connecteur
tconstruct:binding:0, Peridot Connecteur
tconstruct:binding:0, Malachite Connecteur
tconstruct:binding:0, Amber Connecteur
tconstruct:binding:0, Topaz Connecteur
tconstruct:binding:0, Tanzanite Connecteur
tconstruct:binding:0, Amethyst Connecteur
tconstruct:binding:0, Osmium Connecteur
tconstruct:binding:0, Refined Obsidian Connecteur
tconstruct:binding:0, Refined Glowstone Connecteur
tconstruct:binding:0, Osgloglas Connecteur
tconstruct:binding:0, Osmiridium Connecteur
tconstruct:binding:0, Titanium Connecteur
tconstruct:binding:0, Lumium Connecteur
tconstruct:binding:0, Signalum Connecteur
tconstruct:binding:0, Platinum Connecteur
tconstruct:binding:0, Enderium Connecteur
tconstruct:binding:0, Black Quartz Connecteur
tconstruct:binding:0, Void Connecteur
tconstruct:binding:0, Enori Connecteur
tconstruct:binding:0, Palis Connecteur
tconstruct:binding:0, Restonia Connecteur
tconstruct:binding:0, Emeradic Connecteur
tconstruct:binding:0, Diamatine Connecteur
tconstruct:binding:0, Infinity Connecteur
tconstruct:binding:0, Certus Quartz Connecteur
tconstruct:binding:0, Fluix Crystal Connecteur
tconstruct:binding:0, Mica Connecteur
tconstruct:binding:0, Litherite Connecteur
tconstruct:binding:0, Erodium Connecteur
tconstruct:binding:0, Kyronite Connecteur
tconstruct:binding:0, Pladium Connecteur
tconstruct:binding:0, Ionite Connecteur
tconstruct:binding:0, Aethium Connecteur
tconstruct:binding:0, Thaumium Connecteur
tconstruct:binding:0, Starmetal Connecteur
tconstruct:binding:0, Mirion Connecteur
tconstruct:binding:0, Livingwood Connecteur
tconstruct:binding:0, Manasteel Connecteur
tconstruct:binding:0, Elementium Connecteur
tconstruct:binding:0, Terrasteel Connecteur
tconstruct:binding:0, Bloodwood Connecteur
tconstruct:binding:0, Fusewood Connecteur
tconstruct:binding:0, Ghostwood Connecteur
tconstruct:binding:0, Darkwood Connecteur
tconstruct:binding:0, Wyvern Connecteur
tconstruct:binding:0, Awakened Connecteur
tconstruct:binding:0, Chaotic Connecteur
tconstruct:binding:0, Emerald Connecteur
tconstruct:binding:0, Dark Matter Connecteur
tconstruct:binding:0, Red Matter Connecteur
tconstruct:tough_binding:0, Electrical Connecteur dur
tconstruct:tough_binding:0, Energetic Connecteur dur
tconstruct:tough_binding:0, Vibrant Connecteur dur
tconstruct:tough_binding:0, Red Connecteur dur
tconstruct:tough_binding:0, Conductive Connecteur dur
tconstruct:tough_binding:0, Pulsating Connecteur dur
tconstruct:tough_binding:0, Dark Connecteur dur
tconstruct:tough_binding:0, Souled Connecteur dur
tconstruct:tough_binding:0, Connecteur dur of the End
tconstruct:tough_binding:0, Fake-Iron Connecteur dur
tconstruct:tough_binding:0, Steeleaf Connecteur dur
tconstruct:tough_binding:0, Ardent Connecteur dur
tconstruct:tough_binding:0, Chevaleresque Connecteur dur
tconstruct:tough_binding:0, Connecteur dur de bois
tconstruct:tough_binding:0, Pierre Connecteur dur
tconstruct:tough_binding:0, Silex Connecteur dur
tconstruct:tough_binding:0, Cactus Connecteur dur
tconstruct:tough_binding:0, Os Connecteur dur
tconstruct:tough_binding:0, Obsidienne Connecteur dur
tconstruct:tough_binding:0, Prismarine Connecteur dur
tconstruct:tough_binding:0, End Connecteur dur
tconstruct:tough_binding:0, Papier Connecteur dur
tconstruct:tough_binding:0, Éponge Connecteur dur
tconstruct:tough_binding:0, Bois de lave Connecteur dur
tconstruct:tough_binding:0, Fer Connecteur dur
tconstruct:tough_binding:0, Fonte Connecteur dur
tconstruct:tough_binding:0, Knightslime Connecteur dur
tconstruct:tough_binding:0, Slime Connecteur dur
tconstruct:tough_binding:0, Connecteur dur de Slime bleu
tconstruct:tough_binding:0, Slime de magma Connecteur dur
tconstruct:tough_binding:0, Roche du Nether Connecteur dur
tconstruct:tough_binding:0, Cobalt Connecteur dur
tconstruct:tough_binding:0, Ardite Connecteur dur
tconstruct:tough_binding:0, Manyullyn Connecteur dur
tconstruct:tough_binding:0, Cuivre Connecteur dur
tconstruct:tough_binding:0, Bronze Connecteur dur
tconstruct:tough_binding:0, Plomb Connecteur dur
tconstruct:tough_binding:0, Argent Connecteur dur
tconstruct:tough_binding:0, Électrum Connecteur dur
tconstruct:tough_binding:0, Acier Connecteur dur
tconstruct:tough_binding:0, Magical Wooden Connecteur dur
tconstruct:tough_binding:0, Evil Infused Connecteur dur
tconstruct:tough_binding:0, Enchanted Connecteur dur
tconstruct:tough_binding:0, Demonic Connecteur dur
tconstruct:tough_binding:0, Blood Infused Wooden Connecteur dur
tconstruct:tough_binding:0, Blood Infused Iron Connecteur dur
tconstruct:tough_binding:0, Treated Wood Connecteur dur
tconstruct:tough_binding:0, Constantan Connecteur dur
tconstruct:tough_binding:0, Prosperity Shard Connecteur dur
tconstruct:tough_binding:0, Soulium Connecteur dur
tconstruct:tough_binding:0, Base Essence Connecteur dur
tconstruct:tough_binding:0, Inferium Connecteur dur
tconstruct:tough_binding:0, Prudentium Connecteur dur
tconstruct:tough_binding:0, Intermedium Connecteur dur
tconstruct:tough_binding:0, Superium Connecteur dur
tconstruct:tough_binding:0, Supremium Connecteur dur
tconstruct:tough_binding:0, Boron Connecteur dur
tconstruct:tough_binding:0, Tough Alloy Connecteur dur
tconstruct:tough_binding:0, Hard Carbon Connecteur dur
tconstruct:tough_binding:0, Boron Nitride Connecteur dur
tconstruct:tough_binding:0, Thorium Connecteur dur
tconstruct:tough_binding:0, Uranium Connecteur dur
tconstruct:tough_binding:0, Magnesium Connecteur dur
tconstruct:tough_binding:0, Chocolate Connecteur dur
tconstruct:tough_binding:0, Plastic Connecteur dur
tconstruct:tough_binding:0, Pink Slime Connecteur dur
tconstruct:tough_binding:0, Reinforced Pink Slime Connecteur dur
tconstruct:tough_binding:0, Alumite Connecteur dur
tconstruct:tough_binding:0, Nickel Connecteur dur
tconstruct:tough_binding:0, Invar Connecteur dur
tconstruct:tough_binding:0, Iridium Connecteur dur
tconstruct:tough_binding:0, Jade Connecteur dur
tconstruct:tough_binding:0, Sapphire Connecteur dur
tconstruct:tough_binding:0, Ruby Connecteur dur
tconstruct:tough_binding:0, Peridot Connecteur dur
tconstruct:tough_binding:0, Malachite Connecteur dur
tconstruct:tough_binding:0, Amber Connecteur dur
tconstruct:tough_binding:0, Topaz Connecteur dur
tconstruct:tough_binding:0, Tanzanite Connecteur dur
tconstruct:tough_binding:0, Amethyst Connecteur dur
tconstruct:tough_binding:0, Osmium Connecteur dur
tconstruct:tough_binding:0, Refined Obsidian Connecteur dur
tconstruct:tough_binding:0, Refined Glowstone Connecteur dur
tconstruct:tough_binding:0, Osgloglas Connecteur dur
tconstruct:tough_binding:0, Osmiridium Connecteur dur
tconstruct:tough_binding:0, Titanium Connecteur dur
tconstruct:tough_binding:0, Lumium Connecteur dur
tconstruct:tough_binding:0, Signalum Connecteur dur
tconstruct:tough_binding:0, Platinum Connecteur dur
tconstruct:tough_binding:0, Enderium Connecteur dur
tconstruct:tough_binding:0, Black Quartz Connecteur dur
tconstruct:tough_binding:0, Void Connecteur dur
tconstruct:tough_binding:0, Enori Connecteur dur
tconstruct:tough_binding:0, Palis Connecteur dur
tconstruct:tough_binding:0, Restonia Connecteur dur
tconstruct:tough_binding:0, Emeradic Connecteur dur
tconstruct:tough_binding:0, Diamatine Connecteur dur
tconstruct:tough_binding:0, Infinity Connecteur dur
tconstruct:tough_binding:0, Certus Quartz Connecteur dur
tconstruct:tough_binding:0, Fluix Crystal Connecteur dur
tconstruct:tough_binding:0, Mica Connecteur dur
tconstruct:tough_binding:0, Litherite Connecteur dur
tconstruct:tough_binding:0, Erodium Connecteur dur
tconstruct:tough_binding:0, Kyronite Connecteur dur
tconstruct:tough_binding:0, Pladium Connecteur dur
tconstruct:tough_binding:0, Ionite Connecteur dur
tconstruct:tough_binding:0, Aethium Connecteur dur
tconstruct:tough_binding:0, Thaumium Connecteur dur
tconstruct:tough_binding:0, Starmetal Connecteur dur
tconstruct:tough_binding:0, Mirion Connecteur dur
tconstruct:tough_binding:0, Livingwood Connecteur dur
tconstruct:tough_binding:0, Manasteel Connecteur dur
tconstruct:tough_binding:0, Elementium Connecteur dur
tconstruct:tough_binding:0, Terrasteel Connecteur dur
tconstruct:tough_binding:0, Bloodwood Connecteur dur
tconstruct:tough_binding:0, Fusewood Connecteur dur
tconstruct:tough_binding:0, Ghostwood Connecteur dur
tconstruct:tough_binding:0, Darkwood Connecteur dur
tconstruct:tough_binding:0, Wyvern Connecteur dur
tconstruct:tough_binding:0, Awakened Connecteur dur
tconstruct:tough_binding:0, Chaotic Connecteur dur
tconstruct:tough_binding:0, Emerald Connecteur dur
tconstruct:tough_binding:0, Dark Matter Connecteur dur
tconstruct:tough_binding:0, Red Matter Connecteur dur
tconstruct:wide_guard:0, Electrical Garde large
tconstruct:wide_guard:0, Energetic Garde large
tconstruct:wide_guard:0, Vibrant Garde large
tconstruct:wide_guard:0, Red Garde large
tconstruct:wide_guard:0, Conductive Garde large
tconstruct:wide_guard:0, Pulsating Garde large
tconstruct:wide_guard:0, Dark Garde large
tconstruct:wide_guard:0, Souled Garde large
tconstruct:wide_guard:0, Garde large of the End
tconstruct:wide_guard:0, Fake-Iron Garde large
tconstruct:wide_guard:0, Steeleaf Garde large
tconstruct:wide_guard:0, Ardent Garde large
tconstruct:wide_guard:0, Chevaleresque Garde large
tconstruct:wide_guard:0, Garde large de bois
tconstruct:wide_guard:0, Pierre Garde large
tconstruct:wide_guard:0, Silex Garde large
tconstruct:wide_guard:0, Cactus Garde large
tconstruct:wide_guard:0, Os Garde large
tconstruct:wide_guard:0, Obsidienne Garde large
tconstruct:wide_guard:0, Prismarine Garde large
tconstruct:wide_guard:0, End Garde large
tconstruct:wide_guard:0, Papier Garde large
tconstruct:wide_guard:0, Éponge Garde large
tconstruct:wide_guard:0, Bois de lave Garde large
tconstruct:wide_guard:0, Fer Garde large
tconstruct:wide_guard:0, Fonte Garde large
tconstruct:wide_guard:0, Knightslime Garde large
tconstruct:wide_guard:0, Slime Garde large
tconstruct:wide_guard:0, Garde large de Slime bleu
tconstruct:wide_guard:0, Slime de magma Garde large
tconstruct:wide_guard:0, Roche du Nether Garde large
tconstruct:wide_guard:0, Cobalt Garde large
tconstruct:wide_guard:0, Ardite Garde large
tconstruct:wide_guard:0, Manyullyn Garde large
tconstruct:wide_guard:0, Cuivre Garde large
tconstruct:wide_guard:0, Bronze Garde large
tconstruct:wide_guard:0, Plomb Garde large
tconstruct:wide_guard:0, Argent Garde large
tconstruct:wide_guard:0, Électrum Garde large
tconstruct:wide_guard:0, Acier Garde large
tconstruct:wide_guard:0, Magical Wooden Garde large
tconstruct:wide_guard:0, Evil Infused Garde large
tconstruct:wide_guard:0, Enchanted Garde large
tconstruct:wide_guard:0, Demonic Garde large
tconstruct:wide_guard:0, Blood Infused Wooden Garde large
tconstruct:wide_guard:0, Blood Infused Iron Garde large
tconstruct:wide_guard:0, Treated Wood Garde large
tconstruct:wide_guard:0, Constantan Garde large
tconstruct:wide_guard:0, Prosperity Shard Garde large
tconstruct:wide_guard:0, Soulium Garde large
tconstruct:wide_guard:0, Base Essence Garde large
tconstruct:wide_guard:0, Inferium Garde large
tconstruct:wide_guard:0, Prudentium Garde large
tconstruct:wide_guard:0, Intermedium Garde large
tconstruct:wide_guard:0, Superium Garde large
tconstruct:wide_guard:0, Supremium Garde large
tconstruct:wide_guard:0, Boron Garde large
tconstruct:wide_guard:0, Tough Alloy Garde large
tconstruct:wide_guard:0, Hard Carbon Garde large
tconstruct:wide_guard:0, Boron Nitride Garde large
tconstruct:wide_guard:0, Thorium Garde large
tconstruct:wide_guard:0, Uranium Garde large
tconstruct:wide_guard:0, Magnesium Garde large
tconstruct:wide_guard:0, Chocolate Garde large
tconstruct:wide_guard:0, Plastic Garde large
tconstruct:wide_guard:0, Pink Slime Garde large
tconstruct:wide_guard:0, Reinforced Pink Slime Garde large
tconstruct:wide_guard:0, Alumite Garde large
tconstruct:wide_guard:0, Nickel Garde large
tconstruct:wide_guard:0, Invar Garde large
tconstruct:wide_guard:0, Iridium Garde large
tconstruct:wide_guard:0, Jade Garde large
tconstruct:wide_guard:0, Sapphire Garde large
tconstruct:wide_guard:0, Ruby Garde large
tconstruct:wide_guard:0, Peridot Garde large
tconstruct:wide_guard:0, Malachite Garde large
tconstruct:wide_guard:0, Amber Garde large
tconstruct:wide_guard:0, Topaz Garde large
tconstruct:wide_guard:0, Tanzanite Garde large
tconstruct:wide_guard:0, Amethyst Garde large
tconstruct:wide_guard:0, Osmium Garde large
tconstruct:wide_guard:0, Refined Obsidian Garde large
tconstruct:wide_guard:0, Refined Glowstone Garde large
tconstruct:wide_guard:0, Osgloglas Garde large
tconstruct:wide_guard:0, Osmiridium Garde large
tconstruct:wide_guard:0, Titanium Garde large
tconstruct:wide_guard:0, Lumium Garde large
tconstruct:wide_guard:0, Signalum Garde large
tconstruct:wide_guard:0, Platinum Garde large
tconstruct:wide_guard:0, Enderium Garde large
tconstruct:wide_guard:0, Black Quartz Garde large
tconstruct:wide_guard:0, Void Garde large
tconstruct:wide_guard:0, Enori Garde large
tconstruct:wide_guard:0, Palis Garde large
tconstruct:wide_guard:0, Restonia Garde large
tconstruct:wide_guard:0, Emeradic Garde large
tconstruct:wide_guard:0, Diamatine Garde large
tconstruct:wide_guard:0, Infinity Garde large
tconstruct:wide_guard:0, Certus Quartz Garde large
tconstruct:wide_guard:0, Fluix Crystal Garde large
tconstruct:wide_guard:0, Mica Garde large
tconstruct:wide_guard:0, Litherite Garde large
tconstruct:wide_guard:0, Erodium Garde large
tconstruct:wide_guard:0, Kyronite Garde large
tconstruct:wide_guard:0, Pladium Garde large
tconstruct:wide_guard:0, Ionite Garde large
tconstruct:wide_guard:0, Aethium Garde large
tconstruct:wide_guard:0, Thaumium Garde large
tconstruct:wide_guard:0, Starmetal Garde large
tconstruct:wide_guard:0, Mirion Garde large
tconstruct:wide_guard:0, Livingwood Garde large
tconstruct:wide_guard:0, Manasteel Garde large
tconstruct:wide_guard:0, Elementium Garde large
tconstruct:wide_guard:0, Terrasteel Garde large
tconstruct:wide_guard:0, Bloodwood Garde large
tconstruct:wide_guard:0, Fusewood Garde large
tconstruct:wide_guard:0, Ghostwood Garde large
tconstruct:wide_guard:0, Darkwood Garde large
tconstruct:wide_guard:0, Wyvern Garde large
tconstruct:wide_guard:0, Awakened Garde large
tconstruct:wide_guard:0, Chaotic Garde large
tconstruct:wide_guard:0, Emerald Garde large
tconstruct:wide_guard:0, Dark Matter Garde large
tconstruct:wide_guard:0, Red Matter Garde large
tconstruct:hand_guard:0, Electrical Garde-main
tconstruct:hand_guard:0, Energetic Garde-main
tconstruct:hand_guard:0, Vibrant Garde-main
tconstruct:hand_guard:0, Red Garde-main
tconstruct:hand_guard:0, Conductive Garde-main
tconstruct:hand_guard:0, Pulsating Garde-main
tconstruct:hand_guard:0, Dark Garde-main
tconstruct:hand_guard:0, Souled Garde-main
tconstruct:hand_guard:0, Garde-main of the End
tconstruct:hand_guard:0, Fake-Iron Garde-main
tconstruct:hand_guard:0, Steeleaf Garde-main
tconstruct:hand_guard:0, Ardent Garde-main
tconstruct:hand_guard:0, Chevaleresque Garde-main
tconstruct:hand_guard:0, Garde-main de bois
tconstruct:hand_guard:0, Pierre Garde-main
tconstruct:hand_guard:0, Silex Garde-main
tconstruct:hand_guard:0, Cactus Garde-main
tconstruct:hand_guard:0, Os Garde-main
tconstruct:hand_guard:0, Obsidienne Garde-main
tconstruct:hand_guard:0, Prismarine Garde-main
tconstruct:hand_guard:0, End Garde-main
tconstruct:hand_guard:0, Papier Garde-main
tconstruct:hand_guard:0, Éponge Garde-main
tconstruct:hand_guard:0, Bois de lave Garde-main
tconstruct:hand_guard:0, Fer Garde-main
tconstruct:hand_guard:0, Fonte Garde-main
tconstruct:hand_guard:0, Knightslime Garde-main
tconstruct:hand_guard:0, Slime Garde-main
tconstruct:hand_guard:0, Garde-main de Slime bleu
tconstruct:hand_guard:0, Slime de magma Garde-main
tconstruct:hand_guard:0, Roche du Nether Garde-main
tconstruct:hand_guard:0, Cobalt Garde-main
tconstruct:hand_guard:0, Ardite Garde-main
tconstruct:hand_guard:0, Manyullyn Garde-main
tconstruct:hand_guard:0, Cuivre Garde-main
tconstruct:hand_guard:0, Bronze Garde-main
tconstruct:hand_guard:0, Plomb Garde-main
tconstruct:hand_guard:0, Argent Garde-main
tconstruct:hand_guard:0, Électrum Garde-main
tconstruct:hand_guard:0, Acier Garde-main
tconstruct:hand_guard:0, Magical Wooden Garde-main
tconstruct:hand_guard:0, Evil Infused Garde-main
tconstruct:hand_guard:0, Enchanted Garde-main
tconstruct:hand_guard:0, Demonic Garde-main
tconstruct:hand_guard:0, Blood Infused Wooden Garde-main
tconstruct:hand_guard:0, Blood Infused Iron Garde-main
tconstruct:hand_guard:0, Treated Wood Garde-main
tconstruct:hand_guard:0, Constantan Garde-main
tconstruct:hand_guard:0, Prosperity Shard Garde-main
tconstruct:hand_guard:0, Soulium Garde-main
tconstruct:hand_guard:0, Base Essence Garde-main
tconstruct:hand_guard:0, Inferium Garde-main
tconstruct:hand_guard:0, Prudentium Garde-main
tconstruct:hand_guard:0, Intermedium Garde-main
tconstruct:hand_guard:0, Superium Garde-main
tconstruct:hand_guard:0, Supremium Garde-main
tconstruct:hand_guard:0, Boron Garde-main
tconstruct:hand_guard:0, Tough Alloy Garde-main
tconstruct:hand_guard:0, Hard Carbon Garde-main
tconstruct:hand_guard:0, Boron Nitride Garde-main
tconstruct:hand_guard:0, Thorium Garde-main
tconstruct:hand_guard:0, Uranium Garde-main
tconstruct:hand_guard:0, Magnesium Garde-main
tconstruct:hand_guard:0, Chocolate Garde-main
tconstruct:hand_guard:0, Plastic Garde-main
tconstruct:hand_guard:0, Pink Slime Garde-main
tconstruct:hand_guard:0, Reinforced Pink Slime Garde-main
tconstruct:hand_guard:0, Alumite Garde-main
tconstruct:hand_guard:0, Nickel Garde-main
tconstruct:hand_guard:0, Invar Garde-main
tconstruct:hand_guard:0, Iridium Garde-main
tconstruct:hand_guard:0, Jade Garde-main
tconstruct:hand_guard:0, Sapphire Garde-main
tconstruct:hand_guard:0, Ruby Garde-main
tconstruct:hand_guard:0, Peridot Garde-main
tconstruct:hand_guard:0, Malachite Garde-main
tconstruct:hand_guard:0, Amber Garde-main
tconstruct:hand_guard:0, Topaz Garde-main
tconstruct:hand_guard:0, Tanzanite Garde-main
tconstruct:hand_guard:0, Amethyst Garde-main
tconstruct:hand_guard:0, Osmium Garde-main
tconstruct:hand_guard:0, Refined Obsidian Garde-main
tconstruct:hand_guard:0, Refined Glowstone Garde-main
tconstruct:hand_guard:0, Osgloglas Garde-main
tconstruct:hand_guard:0, Osmiridium Garde-main
tconstruct:hand_guard:0, Titanium Garde-main
tconstruct:hand_guard:0, Lumium Garde-main
tconstruct:hand_guard:0, Signalum Garde-main
tconstruct:hand_guard:0, Platinum Garde-main
tconstruct:hand_guard:0, Enderium Garde-main
tconstruct:hand_guard:0, Black Quartz Garde-main
tconstruct:hand_guard:0, Void Garde-main
tconstruct:hand_guard:0, Enori Garde-main
tconstruct:hand_guard:0, Palis Garde-main
tconstruct:hand_guard:0, Restonia Garde-main
tconstruct:hand_guard:0, Emeradic Garde-main
tconstruct:hand_guard:0, Diamatine Garde-main
tconstruct:hand_guard:0, Infinity Garde-main
tconstruct:hand_guard:0, Certus Quartz Garde-main
tconstruct:hand_guard:0, Fluix Crystal Garde-main
tconstruct:hand_guard:0, Mica Garde-main
tconstruct:hand_guard:0, Litherite Garde-main
tconstruct:hand_guard:0, Erodium Garde-main
tconstruct:hand_guard:0, Kyronite Garde-main
tconstruct:hand_guard:0, Pladium Garde-main
tconstruct:hand_guard:0, Ionite Garde-main
tconstruct:hand_guard:0, Aethium Garde-main
tconstruct:hand_guard:0, Thaumium Garde-main
tconstruct:hand_guard:0, Starmetal Garde-main
tconstruct:hand_guard:0, Mirion Garde-main
tconstruct:hand_guard:0, Livingwood Garde-main
tconstruct:hand_guard:0, Manasteel Garde-main
tconstruct:hand_guard:0, Elementium Garde-main
tconstruct:hand_guard:0, Terrasteel Garde-main
tconstruct:hand_guard:0, Bloodwood Garde-main
tconstruct:hand_guard:0, Fusewood Garde-main
tconstruct:hand_guard:0, Ghostwood Garde-main
tconstruct:hand_guard:0, Darkwood Garde-main
tconstruct:hand_guard:0, Wyvern Garde-main
tconstruct:hand_guard:0, Awakened Garde-main
tconstruct:hand_guard:0, Chaotic Garde-main
tconstruct:hand_guard:0, Emerald Garde-main
tconstruct:hand_guard:0, Dark Matter Garde-main
tconstruct:hand_guard:0, Red Matter Garde-main
tconstruct:cross_guard:0, Electrical Garde en croix
tconstruct:cross_guard:0, Energetic Garde en croix
tconstruct:cross_guard:0, Vibrant Garde en croix
tconstruct:cross_guard:0, Red Garde en croix
tconstruct:cross_guard:0, Conductive Garde en croix
tconstruct:cross_guard:0, Pulsating Garde en croix
